customer_id,model,saleprice,VIN,day,month,year
1255,Model C,65538.94,MTVJFL9KE6QJ,5,10,2020
6610,Model C,83264.96,P8P16HCVP7X6,5,10,2020
6680,Model R,92536.14,HYVTIHQG3S7I,6,10,2020
9005,Model C,78907.5,68X1ML633TUP,6,10,2020
8740,Model D,86091.93,WT9AA37RPXSJ,6,10,2020
2003,Model D,90279.44,3ODSAM2F0N90,6,10,2020
8581,Model R,109791.07,RA6NLVZ1EKIG,6,10,2020
1093,Model R,116530.84,5AM1H0TI8X0F,6,10,2020
5404,Model D,90114.34,RGZ6QE3PA60F,6,10,2020
59,Model D,92659.32,18HNR9HKFP5F,6,10,2020
1141,Model C,68124.55,JGOGICMHO75I,6,10,2020
4567,Model R,95524.13,VD1813OPOFMO,6,10,2020
4399,Model D,82944.17,BVK0Z7NR8WX6,6,10,2020
8450,Model R,103142.47,9YP05CFPIFH3,6,10,2020
7720,Model C,70926.37,D4Z4YCXFWIK6,6,10,2020
9436,Model C,82804.09,161V7J09ORPG,6,10,2020
6415,Model D,84401.46,Q7IBKUKZSFBQ,6,10,2020
8054,Model R,116951.47,56H6DKYCZTIM,6,10,2020
2155,Model C,76344.4,5GB48F98C9NH,6,10,2020
3994,Model C,81105.15,LUAQN5UQ9R0R,6,10,2020
6589,Model D,80603.88,EERNQI6WP0NY,6,10,2020
2633,Model C,83849.99,YZCCU6RPE038,6,10,2020
1576,Model C,76405.4,VQOBRHRJYT43,6,10,2020
5798,Model R,96039.31,6FGJ4LKB4RMW,7,10,2020
8807,Model C,73665.75,EO5LERC1YN34,7,10,2020
3053,Model C,80441.84,27V26TRWY8GL,7,10,2020
8384,Model D,90382.1,OK5JO09DGGG3,7,10,2020
3134,Model D,87301.81,KW20SFP7BJC0,7,10,2020
769,Model R,95216.44,SW3CGY0BMT5R,7,10,2020
9215,Model R,93158.79,BL2MAIGMB4WT,7,10,2020
3853,Model C,73139.1,K3LSP58TYOES,7,10,2020
5546,Model D,89429.68,8G2577G7E1D3,7,10,2020
5867,Model C,79627.04,RV20Y5Q7BKE5,7,10,2020
8714,Model D,82893.07,OTGHGR2ZXF0K,7,10,2020
6892,Model D,83636.49,9S5TAN1YDAEZ,7,10,2020
8573,Model D,90910.33,5EB7X7HBISJL,7,10,2020
2318,Model D,86723.68,BYFNH6TP7PBX,7,10,2020
3730,Model R,104286.33,87THJWAQ96P5,7,10,2020
7139,Model D,84916.21,CLO354Y0PHKA,7,10,2020
571,Model C,70661.87,GCSTV318S4RJ,7,10,2020
4843,Model R,119239.22,TU9YG7VQ5IEY,7,10,2020
2294,Model R,115914.74,5OG5CYY9N3NL,7,10,2020
4412,Model R,115983.8,CITUMSE818XS,7,10,2020
1259,Model R,99022.39,8MBMNEGNOCAP,7,10,2020
5971,Model C,68975.33,FCVPSXSIZ3KG,7,10,2020
2797,Model D,89592.19,1GMWBXD0C3EU,7,10,2020
3959,Model D,78330.04,URRIY10LRWCA,8,10,2020
9136,Model D,83681.42,9PEHAN9H99UC,8,10,2020
295,Model C,74142.33,3WY1S92V3Q24,8,10,2020
7580,Model D,90227.95,DB3YOBD64WHK,8,10,2020
7849,Model D,88547.97,34T1U2TUH873,8,10,2020
5533,Model R,97944.68,AWDVWV6TQYC2,8,10,2020
3784,Model C,69389.92,6PAVO8ZVWOFP,8,10,2020
5479,Model D,81072.29,SSJ79I9RU1D5,8,10,2020
4948,Model C,84412.28,6ILZ2N63OROD,8,10,2020
3814,Model D,75620.66,97JQ24G8DP4I,8,10,2020
9160,Model R,112405.71,E2KJFYVT514M,8,10,2020
3362,Model C,80362.58,1KSKCPTQQAWH,8,10,2020
6185,Model C,81408.28,I2ECM776T4FD,8,10,2020
8351,Model C,76442.7,NP2JI2S904US,8,10,2020
7211,Model C,73359.12,I0JEZ8OYHC9T,8,10,2020
7091,Model R,100486.36,LSGPIX03QQK5,8,10,2020
6770,Model C,82888.23,EKM1M9915KUK,8,10,2020
745,Model C,68326.8,1JWWD0UAVFRX,8,10,2020
8666,Model R,105303.27,SKOWPT7X1OO2,8,10,2020
5353,Model C,74013.45,4S6AZ024ZR4G,8,10,2020
3445,Model R,111931.91,EQGO022B9LIF,8,10,2020
6455,Model R,104419.96,T77ZCL7NYXXB,8,10,2020
2741,Model C,84247.71,WYNRCLPT1JY0,8,10,2020
8144,Model C,73442.49,9BB0ELQ5Z6A2,8,10,2020
3751,Model C,84295.93,IBP4GJLLUNZJ,9,10,2020
1027,Model R,110015.64,Q504MROEY3U6,9,10,2020
2026,Model R,95289.89,T19LA1JPBU1I,9,10,2020
692,Model C,74121.93,XP2TR5IKZGBE,9,10,2020
9793,Model R,113495.5,5NIX9NCG4ZJS,9,10,2020
6923,Model D,74896.3,OKMG8NNJE3PB,9,10,2020
4025,Model C,77946.17,ODSHTQXZAR22,9,10,2020
9680,Model C,68320.05,W8H542M4FSYF,9,10,2020
8248,Model C,71943.32,H91STDVHRD7Q,9,10,2020
754,Model C,79276.56,6LA5BIWM5U31,9,10,2020
3463,Model R,110530.41,E36J39QVYTIP,9,10,2020
1568,Model C,72613.36,DXB5O116W0OJ,9,10,2020
1789,Model R,96336.64,5EVWYZ6BCJZD,9,10,2020
7892,Model R,119506.93,FAH688TBCLJ4,10,10,2020
9503,Model R,96736.82,CJCB21NBT92P,10,10,2020
10000,Model D,77440.17,Z7FLLVQBSWSP,10,10,2020
2333,Model R,107447.46,6W2FL2I80DKD,10,10,2020
5042,Model C,82462.36,WBW3F45T1EDT,10,10,2020
1762,Model D,87389.15,Q8VHWXKQ9EC2,10,10,2020
1841,Model R,94029.8,9JVGG2IL564Y,10,10,2020
7246,Model R,96630.22,YTEUIZDO2DC8,10,10,2020
4387,Model D,96307.75,YNJ9IBNO08M9,10,10,2020
566,Model D,90567.28,YH3ED3T1NCAX,10,10,2020
1051,Model C,67854.88,PGRW2PP9A8Q9,10,10,2020
6061,Model D,82651.42,RO0VP1WN2CFA,10,10,2020
2626,Model R,103353.89,4RMX4G4HLQWI,10,10,2020
7426,Model R,93834.14,EARDKN0Y6IC9,10,10,2020
2689,Model C,83077.94,LSFZZX9MO8ZH,10,10,2020
5770,Model D,88536.67,62BJ9235ZYFD,10,10,2020
5741,Model C,66616.53,D12TMT9DA3OI,10,10,2020
1064,Model D,91653.23,Q2UV663JD1Q7,10,10,2020
7715,Model R,114383.69,FP2A9L6LDYXA,11,10,2020
8356,Model C,72211.88,8FHU7M5D4T1P,11,10,2020
8204,Model R,106231.69,TD0M6YV11MW2,11,10,2020
5632,Model C,67884.17,5MJGT6SBY1WO,11,10,2020
251,Model R,99643.06,B1NG9XPNB2RV,11,10,2020
1703,Model D,95789.57,9GB7SFVTQORB,11,10,2020
9938,Model R,108373.08,N5LEVJI2WUYM,11,10,2020
3986,Model R,105319.62,7ZCN0C3NM6J6,11,10,2020
7891,Model D,74484.77,YSUORJPVXIMV,11,10,2020
928,Model R,118587.37,003PT7KYN1OZ,11,10,2020
1267,Model D,94993.84,4RYGKONQF1BR,11,10,2020
7573,Model D,94586.24,R5DX3KK7CKYY,11,10,2020
5650,Model C,78529.35,FFEHHRARRP68,11,10,2020
9946,Model C,68667.98,YSPG66AKXACI,11,10,2020
4978,Model D,88968.66,C6TNHF5W7K0Z,11,10,2020
118,Model R,102043.27,UJBCF8R5VGFB,11,10,2020
187,Model C,75722.21,GKILIC2H9WXB,11,10,2020
2695,Model R,104476.99,SDGYFMX1VRKZ,11,10,2020
5588,Model C,71624.98,W7W7WVG9044I,12,10,2020
2650,Model R,96595.8,5HOTUOUVK3QQ,12,10,2020
2107,Model R,104075.04,P7R31H6ZSKJH,12,10,2020
9206,Model D,81784.7,9STITPXITBCI,12,10,2020
2518,Model C,75073.31,ZBCHUZNHCCI6,12,10,2020
5881,Model C,71372.58,D0IKS0YEZCBP,12,10,2020
7304,Model R,113850.01,CF8T1LP79S7T,12,10,2020
9332,Model C,73233.36,LA4JUHLE5RW7,12,10,2020
6031,Model D,88498.63,5BJ7KRQ47BJK,12,10,2020
7040,Model C,66297.82,BQX0J0IDQ6CZ,12,10,2020
3682,Model C,72619.35,CK4MMA4RUGOM,12,10,2020
6904,Model D,93876.22,7YBTRS6F212O,12,10,2020
1394,Model C,81370.25,45W4J1M9T87H,12,10,2020
2906,Model C,66599.72,OT37E24JK93J,12,10,2020
1748,Model D,76006.78,UQCJHPLGR3PB,12,10,2020
4535,Model R,112456.56,UKJJ114KWFUH,12,10,2020
2738,Model D,82980.65,8M2JISQ1G8PG,12,10,2020
4076,Model D,74947.61,T98QO0G8YGQF,13,10,2020
875,Model C,69028.41,MKZ2XILDORZ9,13,10,2020
5470,Model D,82691.32,RASYRVVQCI8H,13,10,2020
2371,Model R,110357.77,LPO2R9RYGGPY,13,10,2020
6176,Model C,84479.81,M8F2C607HU37,13,10,2020
9293,Model R,112495.69,GJ34J5X24UF6,13,10,2020
2209,Model R,96535.75,NAJU5EI5I7ED,13,10,2020
3845,Model D,76347.16,KNP6SY2EIRRC,13,10,2020
1999,Model D,79630.12,B0NPYJOMK24T,13,10,2020
3323,Model R,104202.63,6MC6I7KHQTXF,13,10,2020
524,Model R,107534.98,EJ56BJJM0TZI,13,10,2020
3611,Model C,67622.14,RXMGV3GV004K,13,10,2020
3566,Model R,111161.07,HZWT4R44T1FS,13,10,2020
5690,Model R,100080.0,4GB8J6HESDSZ,13,10,2020
5822,Model R,97613.41,06PBWKZ272AG,13,10,2020
2620,Model R,95759.89,T3NG3BQ0VIQB,13,10,2020
5282,Model C,80031.31,8P5MZX0XOS5P,13,10,2020
3532,Model D,86450.11,F2YEZ0QAQWGI,14,10,2020
3386,Model D,89866.82,3RODAP9EJ1T0,14,10,2020
6629,Model C,71466.15,A2O4AHENIZFA,14,10,2020
3716,Model C,75898.08,155HCD649WTM,14,10,2020
7043,Model D,80163.92,T9TOWXCRAI0K,14,10,2020
112,Model C,75235.84,HXWYSQ0MFOU9,14,10,2020
7102,Model C,80851.84,EI50GYJFWBRN,14,10,2020
8756,Model R,101424.01,GPKMBCV9BVF7,14,10,2020
7438,Model C,82772.24,UE89SBXFKYN1,14,10,2020
659,Model D,91031.62,ZKDDFTZEOIC6,14,10,2020
185,Model C,73916.27,QR7E22LWUUBP,14,10,2020
6137,Model C,83356.39,RQKUMTZQDU5X,14,10,2020
9224,Model R,103623.42,CFJO0WSF65J6,14,10,2020
8479,Model R,109963.5,4PAUYDTWKOXU,14,10,2020
2398,Model C,81355.89,J32787QQ7AGE,14,10,2020
7664,Model C,70061.2,2YJOZH893J5H,15,10,2020
3929,Model D,89073.81,O85LY08LVY0X,15,10,2020
7594,Model R,100531.06,ZPVAPNEMGOUU,15,10,2020
296,Model C,81656.15,4F2NP0J3DKU0,15,10,2020
1829,Model C,84608.65,QZXGNPCEOZ39,15,10,2020
9247,Model D,82177.97,Q0LYVQYHEHV0,15,10,2020
1904,Model D,74459.9,HOCRHR36AFPD,15,10,2020
4903,Model C,80527.48,PCLS8M1JU7BA,15,10,2020
8471,Model R,97872.68,0LLBNJ9J7CBW,15,10,2020
304,Model R,118622.25,VY4QW20GMFBM,15,10,2020
575,Model D,84990.85,1S9ETGSA3RUH,15,10,2020
679,Model D,80359.51,L4EXP358EWWN,15,10,2020
5291,Model C,73061.8,LYVL110IZXWM,16,10,2020
4969,Model R,117902.35,JOU2BVZI41E3,16,10,2020
4771,Model C,75531.48,QYJO93ETF0ZL,16,10,2020
4847,Model C,75637.71,NSW2OHFU6E76,16,10,2020
8500,Model C,65876.69,EZL8DR7290VJ,16,10,2020
6320,Model C,70852.48,5I16IK52GHXG,16,10,2020
8932,Model C,84354.96,O3NLVJDKMZYL,16,10,2020
5159,Model D,90569.38,5I8VSHPPUUJU,16,10,2020
908,Model R,94638.99,X3MBS5OLYJP7,16,10,2020
8308,Model D,93840.04,2O71IR1UMAMU,16,10,2020
4985,Model R,107641.23,MI99N5CIBHQQ,17,10,2020
830,Model C,75456.86,XU2HSWLKMUWR,17,10,2020
6124,Model D,81224.2,RT5CT3U7UPHO,17,10,2020
5717,Model D,77108.41,8PNN6VHGNTGV,17,10,2020
9055,Model D,88685.64,DA8O95TMPRR4,17,10,2020
4513,Model R,114387.47,3GW3ZDY231PQ,17,10,2020
388,Model D,81109.04,DFYEE7J5MUPM,17,10,2020
2476,Model R,93285.62,W8MKB9BKMX3H,17,10,2020
8692,Model D,77487.01,6J17U0F5X68U,17,10,2020
9227,Model C,77597.46,LJ290D9TW89Y,17,10,2020
557,Model R,119093.6,N4O0HJ18JD4S,17,10,2020
9893,Model C,65296.34,QX6ERWFZAWG8,17,10,2020
7088,Model C,77161.8,93HCQ7V53N44,17,10,2020
8017,Model R,119130.87,1JP0U9A2O6D0,17,10,2020
4898,Model C,65664.7,63RYU4AZ0W54,17,10,2020
3131,Model C,81079.7,PIPWKS8S8FOC,17,10,2020
4568,Model R,97697.63,ZKVDW2E606A9,17,10,2020
3757,Model R,112081.0,CHEOCCJU6PI7,17,10,2020
8083,Model R,100456.24,6ZQHMURWSJYX,18,10,2020
2146,Model R,106986.2,M4ANGI12GR10,18,10,2020
4246,Model D,93358.53,JPIZD3868AGU,18,10,2020
3533,Model R,116669.54,RG7ARY0OKNO5,18,10,2020
2698,Model D,94866.02,PP462FL8EUA6,18,10,2020
6421,Model C,78506.09,HCVIIFIHJ4KA,18,10,2020
7225,Model R,92768.44,GSD7QZTBLWK8,18,10,2020
6428,Model R,110183.59,K4R0AJUQM7GX,18,10,2020
5393,Model D,85078.11,ZZ86QO2H4DPU,18,10,2020
3370,Model C,80012.48,BKM0CVJPOI5B,18,10,2020
622,Model C,72595.22,80OIOSI9SNYV,18,10,2020
203,Model C,66885.14,9Z83HFSB6NA1,18,10,2020
2372,Model R,112773.99,I4XTVLY4JE7D,19,10,2020
3365,Model C,78171.38,CVG81R4M4IN6,19,10,2020
2012,Model R,107598.84,YARX12SJZKKD,19,10,2020
3349,Model D,82842.15,99DWH7KQWH3L,19,10,2020
1729,Model R,96874.78,P8164Y9T5P15,19,10,2020
8077,Model D,83443.56,WN2P7P9JDGFJ,19,10,2020
6848,Model R,92476.75,8Y2WDRFPXXXZ,19,10,2020
3527,Model R,97311.28,5CURDKDG3MIJ,19,10,2020
8006,Model C,78108.71,MTHY4A24XP2C,19,10,2020
5495,Model C,67197.05,VZD4260AFXKF,19,10,2020
4678,Model D,91654.56,H65B0IIGZLM4,19,10,2020
560,Model C,82945.56,NDXRUFMBDWRI,19,10,2020
907,Model C,66322.3,P3FZ5C8Y9TV2,19,10,2020
6958,Model C,81353.77,T9XI6CB2I7CG,19,10,2020
7166,Model C,78932.25,BW5PPYJNA1OW,19,10,2020
707,Model R,98512.99,SLGCYHG04I5E,19,10,2020
238,Model R,100405.67,AC6HJPHJ24OB,19,10,2020
811,Model D,91967.59,08ENHIIIC0PZ,19,10,2020
7495,Model R,116398.63,9759XCCMGFJ3,19,10,2020
9472,Model C,73182.34,QQJBUOPNMUBA,20,10,2020
8428,Model C,74423.54,GPBDKA23JJXJ,20,10,2020
7684,Model C,65915.79,8OKPDAHFKUDQ,20,10,2020
9200,Model D,82369.41,0H453PAU4EOO,20,10,2020
4795,Model R,114433.35,7NRARB8XQVB6,20,10,2020
9556,Model D,82880.89,T0DOJN4EGRKN,20,10,2020
3499,Model C,73282.24,Z7NGQTY47POF,20,10,2020
539,Model C,81140.51,UFR39N7SI8GV,20,10,2020
3268,Model C,69414.42,A6NT2RZOALJ3,20,10,2020
4121,Model D,92514.85,29B6BVIBIKAH,20,10,2020
6053,Model R,108573.27,NPZVBS14U7R5,20,10,2020
2936,Model D,80711.2,WY6BCLGYLJRK,20,10,2020
1667,Model D,96443.64,VF4REDRR1CQ8,20,10,2020
8086,Model D,91277.27,VSHH7O9KAU66,21,10,2020
1357,Model C,78602.75,XDRBIEK0PGGZ,21,10,2020
8377,Model C,81494.29,PTDWRF9L2LH3,21,10,2020
8839,Model R,95301.68,01F0GV6H1NDP,21,10,2020
6670,Model R,97833.11,15AVV1XTU621,21,10,2020
6775,Model C,81650.21,IU58C9ZA9EY7,21,10,2020
8773,Model R,93351.09,L9T3QTFG8QTK,21,10,2020
3164,Model C,73394.67,BDR99ZUGDT7H,21,10,2020
4138,Model R,96140.95,QWKQKL47WIAI,21,10,2020
6305,Model R,115285.44,4EIO6XAKR5GA,21,10,2020
3434,Model D,88460.74,OWJ7E2HOV0EP,21,10,2020
2815,Model C,66906.69,TZ9YPGETOV39,21,10,2020
2060,Model R,115665.61,RGT22GLAK40X,21,10,2020
9274,Model R,110253.84,K74JDVF7YX6X,21,10,2020
7484,Model D,91246.62,HV5FEU2J21Y2,21,10,2020
6245,Model R,100598.88,1OE7XRIF7YKY,21,10,2020
9623,Model R,115791.04,NHVUUDRZWV49,21,10,2020
9991,Model D,76571.73,IRQXJEDXQAN2,21,10,2020
2867,Model R,94595.04,CCSBISKK1HMY,22,10,2020
8689,Model R,106408.3,W7EF7TLFTNN9,22,10,2020
1559,Model C,68704.77,IO9G2H9BDCX5,22,10,2020
3569,Model D,77378.97,GXT5OF44RYDL,22,10,2020
1019,Model R,113649.28,KDH6NN4OOYXD,22,10,2020
1468,Model R,119546.44,JM36WXMAMVHN,22,10,2020
6250,Model R,102359.25,EAQ1UP4YR0NF,22,10,2020
8107,Model C,73929.5,8S5W9B60O69U,22,10,2020
9847,Model C,69711.92,ORD03LRPDJ06,22,10,2020
3700,Model R,106652.3,B8YWOOG9XJEA,22,10,2020
5995,Model R,95563.63,4H9V2X6OVD8F,23,10,2020
1739,Model C,78405.48,EQDBF5E6RZFU,23,10,2020
4517,Model D,79956.11,8Y6OJ8JGKLRF,23,10,2020
9386,Model R,93280.06,KEAPWZ7U9JGJ,23,10,2020
1970,Model D,76080.73,4P8MMQCIHCW8,23,10,2020
3029,Model C,70112.05,F95CIARU9Z7S,23,10,2020
8027,Model D,96264.66,QCNWLMOJLE54,23,10,2020
8677,Model C,81288.05,BB7RWKE8GMIP,23,10,2020
263,Model R,106192.62,GNER1AEYJCRQ,23,10,2020
4190,Model D,82111.33,ICYZAOOTAR1J,23,10,2020
2005,Model R,98302.08,TFT9S4NG0RGT,23,10,2020
3515,Model D,93398.11,AGUVFJ0YTOTI,23,10,2020
1073,Model D,90915.06,1S5PZBVNZPGV,23,10,2020
8302,Model R,92126.67,WSIQF2F9PVQ3,23,10,2020
6883,Model D,78918.79,QLUDPZ6YQVSE,23,10,2020
9667,Model C,72474.14,YBN2A24OUUO8,23,10,2020
992,Model R,95669.47,WR3D58W23XW4,23,10,2020
2380,Model C,69980.13,5DKWMWF856BP,23,10,2020
1247,Model D,80150.98,829UQN9EEYSZ,23,10,2020
4874,Model D,79561.11,BGRSFSWQ6M2R,23,10,2020
8875,Model R,98051.55,SZ1TO5VXIB77,23,10,2020
5459,Model D,80890.31,807I1P8HJPAN,23,10,2020
5453,Model R,118973.94,0AJGT4SEXPBZ,23,10,2020
8411,Model D,88816.7,QQ026VKSJ0EB,23,10,2020
1298,Model D,84713.55,W0IGP048XH47,23,10,2020
1300,Model D,90575.88,UHZBSB7VA919,23,10,2020
595,Model D,87392.29,B8XVZS17CFNI,23,10,2020
8935,Model C,80618.89,VXVVL65TSKO4,23,10,2020
31,Model D,90423.08,92IWEXIYUI0B,23,10,2020
4351,Model D,76536.5,A77QFSI0UTD0,23,10,2020
1474,Model R,98376.83,Q39PWPVEJW1T,23,10,2020
5594,Model R,114777.14,ZFQAFJOT8V0Q,23,10,2020
1814,Model C,78970.59,C0UR4OAI2BEB,24,10,2020
8537,Model C,81614.08,H4G01S4MLVE4,24,10,2020
3095,Model R,117938.9,HLP8CZ1STAWZ,24,10,2020
3703,Model D,87129.19,SX60JWF3O6H4,24,10,2020
7789,Model R,101691.15,9I2V3XGFEHL3,24,10,2020
3506,Model D,88991.32,D28L3GSYAYPW,24,10,2020
4274,Model C,71305.65,EFO29C5GJ1U2,24,10,2020
8297,Model C,84365.7,YI4NAFU8BQA9,24,10,2020
9016,Model R,119411.66,ZXG3QY6I1DIS,24,10,2020
4054,Model D,94954.48,OZNUMEAK6203,24,10,2020
8915,Model D,83524.82,QCYV8CZECIJZ,24,10,2020
6158,Model C,69039.69,J5BNPNFJRKCA,24,10,2020
1876,Model D,91066.96,EKTK8WRF0S6W,24,10,2020
932,Model R,99437.21,0QVTX0M8L3BX,24,10,2020
4642,Model C,75946.3,96GO9SO4XG34,24,10,2020
8612,Model R,117341.83,EPXJIC3V14A9,24,10,2020
2486,Model C,66125.63,100XCJ9ACDEC,25,10,2020
9781,Model C,69890.8,P9PM9BTIWYVB,25,10,2020
9868,Model R,101903.33,MWSQOSWEAGVM,25,10,2020
9470,Model C,74277.92,NIQ3F1ZO9SE3,25,10,2020
7468,Model D,95629.29,5DDUTTBPP08Z,25,10,2020
4816,Model R,105824.36,DV8CY22DIBPL,25,10,2020
947,Model R,114732.91,PQH363GXUNQ3,25,10,2020
8296,Model C,71199.51,IZK7JJB38M3C,25,10,2020
1253,Model R,103425.6,5CLRJ0MVYUZU,25,10,2020
5036,Model D,89691.91,FOKH60GHO1NS,25,10,2020
9446,Model R,107574.95,LPTK7HLMJ4L8,25,10,2020
2836,Model D,80144.41,28Z6VSK0NX0Q,25,10,2020
7657,Model R,102622.06,C4YOJPPYCTNC,25,10,2020
3319,Model C,78250.23,N5FZYJVM266X,25,10,2020
4705,Model C,73360.38,I38AFW2PKLBB,26,10,2020
644,Model D,76910.83,E0ZW7006J49O,26,10,2020
419,Model R,106544.03,4DWJ92W1C840,26,10,2020
3443,Model C,70067.58,FPHU18HYL1HY,26,10,2020
11,Model D,83402.9,JY3NTTMT336W,26,10,2020
8693,Model C,75212.71,IRNX7ZRWXFG6,26,10,2020
7874,Model D,76118.55,NJ62X379T3SR,26,10,2020
7582,Model R,103735.93,B72P27GYCV3W,26,10,2020
1759,Model C,80313.28,IT82JDR17XFA,26,10,2020
4943,Model R,103206.89,QPFS8OD4FPY4,26,10,2020
5873,Model D,78583.05,VSZKSJH7BG3R,26,10,2020
9062,Model R,106564.34,AM31L1DY642F,26,10,2020
688,Model C,73138.21,5NAKQMVR62Z7,26,10,2020
5870,Model R,93390.21,UBT6DZE90VGP,26,10,2020
722,Model D,89344.63,8NC1TX482849,26,10,2020
8788,Model D,81091.71,4VTAW7UTABQ4,26,10,2020
3395,Model D,78965.55,23B0TFLNR8VM,27,10,2020
428,Model R,97490.99,GW2BQMWQKJ0L,27,10,2020
2692,Model D,81033.34,J5PMOFEY35JI,27,10,2020
9947,Model D,86639.19,EOXWNT7HVBD6,27,10,2020
7453,Model R,115433.33,Y4I1MC652Q9H,27,10,2020
8270,Model R,102551.4,J7WIPNLRLA23,27,10,2020
484,Model R,119583.76,UFL8GARRJV3R,27,10,2020
2465,Model C,73175.36,UD05KW4S05YQ,27,10,2020
3307,Model C,72953.62,5FPCMZREQZD3,27,10,2020
7523,Model C,70097.52,GS196N9DEAKB,27,10,2020
3451,Model R,94929.87,M3ERSJM395J6,27,10,2020
5252,Model D,77820.39,UVKKMMAKBPA3,27,10,2020
8531,Model C,81276.43,8A6O02QRR2U4,27,10,2020
