factory_no,machine_no,part_no,serial_no,timestamp,status
5,1,a42CLDR,a42CLDR0156661578933336,1578933337.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578925767,1578925767.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578933234,1578933234.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578956678,1578956679.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578926892,1578926892.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578947516,1578947516.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578942710,1578942710.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578962307,1578962308.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578920282,1578920283.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578977474,1578977474.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578934752,1578934752.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578936506,1578936507.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578920745,1578920745.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578973053,1578973054.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578978337,1578978338.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578919467,1578919467.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578989770,1578989770.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579004294,1579004295.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578991690,1578991691.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579022458,1579022458.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579045084,1579045085.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578983811,1578983812.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578999019,1578999019.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579042789,1579042789.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579026768,1579026769.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579053737,1579053738.00,beta_engine
5,1,a42CLDR,a42CLDR0156661578998127,1578998127.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579031356,1579031357.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579023141,1579023141.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579056792,1579056792.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579024690,1579024690.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579065804,1579065805.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579048079,1579048079.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579003691,1579003692.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579048502,1579048502.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579125812,1579125812.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579105679,1579105680.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579071610,1579071611.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579082718,1579082719.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579114561,1579114562.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579085315,1579085316.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579093568,1579093568.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579142264,1579142265.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579103577,1579103577.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579088863,1579088864.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579113926,1579113926.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579131661,1579131661.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579071436,1579071436.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579132438,1579132438.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579121472,1579121473.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579149490,1579149490.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579116906,1579116906.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579116520,1579116521.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579091735,1579091735.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579208002,1579208002.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579178780,1579178780.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579173150,1579173151.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579229073,1579229073.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579203007,1579203007.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579217672,1579217673.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579159532,1579159532.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579209887,1579209888.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579200719,1579200719.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579170696,1579170696.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579200372,1579200373.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579160728,1579160729.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579187687,1579187687.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579157161,1579157161.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579156225,1579156225.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579174021,1579174022.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579166107,1579166108.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579216158,1579216159.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579203324,1579203325.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579283745,1579283745.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579312250,1579312251.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579292693,1579292693.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579252538,1579252538.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579245929,1579245929.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579249632,1579249632.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579261152,1579261152.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579298357,1579298357.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579325329,1579325330.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579320936,1579320936.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579269022,1579269023.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579269351,1579269351.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579321048,1579321048.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579307238,1579307238.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579291031,1579291032.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579304096,1579304097.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579310312,1579310312.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579290404,1579290405.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579286032,1579286033.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579336375,1579336375.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579362950,1579362950.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579335382,1579335383.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579334568,1579334568.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579405536,1579405536.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579346958,1579346958.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579351297,1579351298.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579344143,1579344143.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579398612,1579398612.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579380533,1579380534.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579354058,1579354058.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579364506,1579364506.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579407244,1579407245.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579378589,1579378589.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579337223,1579337224.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579351126,1579351127.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579392683,1579392683.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579336886,1579336886.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579337153,1579337153.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579416285,1579416285.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579481676,1579481677.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579494280,1579494281.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579489487,1579489488.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579418140,1579418140.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579456944,1579456944.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579465540,1579465540.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579490739,1579490739.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579469952,1579469953.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579426374,1579426374.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579463016,1579463016.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579441699,1579441699.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579496370,1579496371.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579418404,1579418405.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579496319,1579496320.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579478730,1579478731.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579438977,1579438978.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579418693,1579418693.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579435584,1579435584.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579557491,1579557492.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579513234,1579513234.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579546669,1579546669.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579568431,1579568431.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579566460,1579566461.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579544948,1579544949.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579533015,1579533015.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579522967,1579522967.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579548709,1579548710.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579577214,1579577215.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579506175,1579506176.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579524795,1579524796.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579545164,1579545165.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579534147,1579534148.00,beta_engine
5,1,a42CLDR,a42CLDR0156661579542190,1579542191.00,beta_engine
