customer_id,model,saleprice,VIN,month,year,day
9547,Model C,72139.23,ZBSZ6BI79YE1,1,2020,3
8228,Model C,82555.22,8FZ472KV05KB,1,2020,3
325,Model D,90823.45,59ZA41RU40SI,1,2020,3
3458,Model R,101762.53,S1XUKEZ2HLML,1,2020,3
1337,Model C,73249.22,Z65S2434DQDF,1,2020,3
5617,Model R,117017.32,L04MBFG1DBRP,1,2020,3
5585,Model R,109520.58,L0ZOYLCV5GJS,1,2020,4
5582,Model D,96155.83,DUST07AMU1Z8,1,2020,4
9982,Model R,118793.59,RJ6HJQ9XCHYQ,1,2020,4
3437,Model R,107768.6,LF8R33W4YY8P,1,2020,4
9437,Model D,88906.44,8C6BSLQ5W25Z,1,2020,4
4610,Model D,92290.24,LCUMCVXDS19R,1,2020,4
4375,Model C,81995.71,U1CTUZBI70MI,1,2020,4
7579,Model R,105826.89,MWOHINN0LB6O,1,2020,4
6580,Model C,66440.2,UCYBON57PBJF,1,2020,4
5813,Model D,95615.65,Q2IMTINF6VSU,1,2020,4
7060,Model R,108109.08,NTHIMDDCLA6T,1,2020,4
5015,Model R,105105.44,6NSS7F861YZQ,1,2020,4
1208,Model D,81514.45,YDR400CF38MK,1,2020,4
9704,Model C,71468.05,IZNQABB0PW2L,1,2020,4
3371,Model C,79420.05,08Q1K549HXA3,1,2020,4
6691,Model R,114945.18,TDSIV2SGPF7V,1,2020,4
3890,Model C,66500.95,T9H0U53LAHWR,1,2020,5
6548,Model R,94548.63,VT9398MZRRHY,1,2020,5
3560,Model D,96142.12,KH1YXV08JORI,1,2020,5
8041,Model C,84073.03,3O6BSXF6MPKL,1,2020,5
8512,Model C,79461.16,YKFJZGX83A59,1,2020,5
9853,Model R,107286.59,2RZB53BFHJTC,1,2020,5
616,Model D,78000.96,HTACNBVYDAWM,1,2020,5
3575,Model C,79718.85,O2Y6SMVJPOXE,1,2020,5
3719,Model R,119280.98,0682TUUSU3IT,1,2020,5
9755,Model R,100628.4,PCER8OGXVOW1,1,2020,5
1768,Model R,111235.06,6TJL2X3R04PD,1,2020,5
7027,Model R,100823.7,877LRFI9XB86,1,2020,5
1589,Model R,95224.32,AAGHKXHI99L6,1,2020,5
2386,Model C,74979.65,VQOYS6DN67XN,1,2020,5
2965,Model R,116493.83,5VVKS42RLC5K,1,2020,5
716,Model R,99077.29,HAOS5O8HF7YE,1,2020,5
5761,Model D,86800.53,B64TYG9433H5,1,2020,5
4858,Model C,79194.66,KETOAO5EFNLU,1,2020,6
7858,Model R,101948.81,QF0EFSUTV9UX,1,2020,6
9433,Model C,73007.8,ID3SV2ZBSG9W,1,2020,6
5369,Model C,75226.93,6Q39ZFVBQUPK,1,2020,6
8831,Model R,92943.91,Q6ZM3R2T29NC,1,2020,6
9191,Model R,99973.98,OE562HIPHY31,1,2020,6
7882,Model R,113579.81,WR4CRUNFM9JS,1,2020,6
829,Model D,90475.31,FSUF8MF1KUK5,1,2020,6
9473,Model R,102632.36,7B9IZCTOUMO5,1,2020,6
5023,Model R,105768.71,LMA2EGQ66EXQ,1,2020,6
8840,Model D,91396.58,83RHS93DI4G3,1,2020,6
8032,Model C,73003.3,K0ZAE61RCSJ6,1,2020,6
6715,Model C,73859.73,BUZ0IUI3DGXR,1,2020,6
1511,Model C,84428.3,345N2BAWBQBY,1,2020,6
4019,Model D,94719.04,M91FG3PBHFXY,1,2020,6
4370,Model D,81629.32,0S05AJ6YLINQ,1,2020,6
3548,Model R,119334.44,9SRMCPB9BS3W,1,2020,6
6616,Model R,116485.89,VJUQT03K28L9,1,2020,6
5941,Model C,67696.79,J9U6R87DY293,1,2020,6
8038,Model R,105039.1,9RI639MQ33T8,1,2020,7
209,Model R,110336.3,ARAR5TZXYABY,1,2020,7
1087,Model R,119491.3,643FGCNVYIYS,1,2020,7
7829,Model D,90656.28,Q5HBJ0CA0ASB,1,2020,7
4876,Model R,106659.41,Z2SY05D78HMB,1,2020,7
6581,Model D,75760.13,2984MF85SVRW,1,2020,7
157,Model D,84089.72,2GLZ2WCR15O2,1,2020,7
5840,Model R,102529.95,TS0223WVA4FL,1,2020,7
6908,Model C,65636.39,N4LBZCB2DGX5,1,2020,7
3019,Model D,93894.95,PR9BMDSLIIZB,1,2020,7
2024,Model R,111288.97,810CFPJ3HCZ9,1,2020,7
4010,Model D,74653.05,I0WGDGC3RGNF,1,2020,8
6538,Model D,76367.33,L3KE62GJKNP6,1,2020,8
526,Model R,109871.08,I9AVZUD79SJD,1,2020,8
1154,Model R,93019.46,W800PHL227PW,1,2020,8
5635,Model D,87443.42,O6G3E6H35F8F,1,2020,8
3490,Model R,106862.6,JEUFS8DXG4DK,1,2020,8
109,Model R,117217.47,QAJT51IGFFTR,1,2020,8
1847,Model R,113583.88,HMJDYUD3GVOU,1,2020,8
3599,Model C,68903.48,YEBMPMAWGVIR,1,2020,8
1214,Model D,85190.12,W82EYAC8NJ39,1,2020,9
9323,Model C,76142.0,TIJXH8U7PCFM,1,2020,9
5101,Model R,105179.53,PH8TZZR4QCNF,1,2020,9
5419,Model C,68858.72,RTMI9J0391LC,1,2020,9
9232,Model C,83520.42,T5Q93J3LSQ4B,1,2020,9
1186,Model D,94207.85,H96XEEMDY212,1,2020,9
4150,Model R,119130.36,LM6VVMNX1ARC,1,2020,9
6221,Model C,72774.32,M8QXIGF2VKAS,1,2020,9
4510,Model R,99674.12,KIOWZNUC32A9,1,2020,9
3310,Model C,69761.36,SPFV99VMBY45,1,2020,9
9676,Model C,71790.08,VVKYZBUPTFKL,1,2020,9
4753,Model R,94812.36,76BU4XWCDZC9,1,2020,9
6943,Model R,104864.87,S2X6XN1QQIZ7,1,2020,9
3617,Model D,76414.3,D3U8K0T73TTS,1,2020,9
3419,Model D,84489.16,G7QYIUML8IG0,1,2020,9
9545,Model R,95315.97,2NHKZQXZVC8Z,1,2020,9
9133,Model D,84158.19,KZYQX3I39F3J,1,2020,9
2984,Model R,114777.5,1DIF0EIM82OX,1,2020,9
4159,Model R,115715.28,ZBBPC93KK8TY,1,2020,10
4184,Model D,88822.98,3W452JQZO188,1,2020,10
7753,Model R,118076.27,YT9F7TTCWHFD,1,2020,10
6811,Model D,90559.52,G7111Q9Q01LE,1,2020,10
137,Model C,82746.14,99E2SB6NMN8Q,1,2020,10
4649,Model C,77745.45,WAV3QWYKX6Z9,1,2020,10
2846,Model D,94225.52,FXQMQUIUN2PA,1,2020,10
3215,Model D,95788.05,4PEQVEKC44OB,1,2020,10
2885,Model C,65315.74,TSOXZ8U167O0,1,2020,10
6118,Model R,97038.98,APACEUJAAWN8,1,2020,10
919,Model C,70910.65,YKZIEWJFDRL5,1,2020,10
7648,Model R,93134.74,YKKEPFYUKXLM,1,2020,10
8717,Model R,105709.54,F9O9OT184X2B,1,2020,10
3667,Model R,118894.0,DHK9GJWVBWEC,1,2020,10
3160,Model C,78572.84,CNT6R0YK1HOA,1,2020,10
10,Model R,99009.65,XQR70UYP68JR,1,2020,10
2153,Model D,91162.48,5S676T3JEDSF,1,2020,11
25,Model D,88674.87,JXZXCBAEX2HI,1,2020,11
9137,Model D,81584.52,EP7LML0QCQ3R,1,2020,11
6500,Model R,104157.79,OJJVMYV3C0IP,1,2020,11
3794,Model R,100170.31,F1ULAJSD818G,1,2020,11
6805,Model R,115970.25,80SE1XGLEEUY,1,2020,11
6266,Model D,92015.46,X9W2AEILGA0E,1,2020,11
4537,Model C,81916.82,0CF4R1KHUENJ,1,2020,11
488,Model R,116808.85,N60KW2RZ6YCZ,1,2020,11
6461,Model D,87868.54,S1V4PV2AZQ6E,1,2020,11
8771,Model R,111345.19,7ECR6XJZC16M,1,2020,11
1307,Model R,99942.71,DET6S69H3IBT,1,2020,11
502,Model R,115702.09,SBBR1TGO97VJ,1,2020,11
9764,Model C,66488.18,AJ6ABX6NNLRX,1,2020,11
5534,Model R,95910.41,R1M29LBFGUBI,1,2020,11
5128,Model R,113034.6,ZDT8AHSJ4FET,1,2020,11
4126,Model R,117237.3,OAHSH7ZVRWA8,1,2020,11
6983,Model R,105972.39,X02CN8A0UR1M,1,2020,11
6076,Model D,93394.97,ZNSCXFXJ7NJM,1,2020,11
6166,Model R,99670.32,OH8A9GCWDFSM,1,2020,11
8549,Model D,89047.37,M08NWFNT015W,1,2020,11
832,Model R,106107.88,1GK3MAU1SWUY,1,2020,11
5603,Model D,78065.39,VJHDNZM6N3Z0,1,2020,12
9997,Model R,100639.76,1265QALIQUED,1,2020,12
661,Model D,92092.55,BN0FNU54QUVV,1,2020,12
9776,Model R,98580.4,8YZX6CUFTJII,1,2020,12
5158,Model R,92527.13,8Z1USD42QUFB,1,2020,12
9832,Model D,92034.04,L60IJVG1YYHI,1,2020,12
4580,Model D,84119.55,GYE8DJOSNO2S,1,2020,12
9199,Model D,78692.96,PPOCG05TULMA,1,2020,12
8342,Model D,76687.24,NH37V2G784UJ,1,2020,12
3065,Model R,92913.06,CZBDRYN2IXUQ,1,2020,12
3802,Model C,75006.47,YNXINOYRHRXI,1,2020,12
9302,Model C,79349.36,RGESR1IN6NTQ,1,2020,12
1501,Model R,118073.11,E1NJB7PNZPQZ,1,2020,12
8176,Model D,80972.8,HPRKI2IJ1SGF,1,2020,12
6317,Model C,84232.05,V0I2EI640XNM,1,2020,12
2221,Model C,78924.03,EL7C1ESQQ2MX,1,2020,12
6515,Model C,73571.51,F4VOUY15NTQI,1,2020,12
6623,Model C,79410.19,5HHH7T8BQ1T7,1,2020,13
5185,Model C,76171.33,8X8EUZS7NYCW,1,2020,13
7411,Model D,86808.09,YL6QBM2BTHMM,1,2020,13
8813,Model R,98664.43,DN56XUU4233Z,1,2020,13
7853,Model D,86153.93,0WJWMK7BTCQY,1,2020,13
8918,Model D,74204.35,01U1WJUZFY8E,1,2020,13
8554,Model D,79252.44,SQ9U836P9UZK,1,2020,13
5026,Model R,103948.21,OSGA7EFA9LOI,1,2020,13
2453,Model C,72040.87,N21I9SAZ5AJD,1,2020,13
9922,Model R,104422.53,EBK7UX6S34UW,1,2020,13
5311,Model R,104370.81,9GCT1THXW16Y,1,2020,14
7898,Model C,74084.54,7XTOS5LX0ZLO,1,2020,14
8825,Model D,85019.67,LUMA76LCKDTJ,1,2020,14
9964,Model D,93403.15,7ES2PDBN89GJ,1,2020,14
5992,Model C,72577.86,YWJHCVB59ETP,1,2020,14
3524,Model D,86289.56,1IY3F0GN93MQ,1,2020,14
1022,Model D,77462.77,0VJTY6EME36R,1,2020,14
1049,Model R,101991.3,5OVDD1MWX3US,1,2020,14
5329,Model R,113821.7,M6LKIUVBT3CB,1,2020,14
7171,Model R,112584.88,TDJ0GKU9GTWU,1,2020,14
9143,Model C,74470.69,QLJ6EPLLJ2FK,1,2020,14
3133,Model R,116766.9,PVXA35F9NVCM,1,2020,14
8458,Model C,70689.27,U9SD3WW5ELCN,1,2020,14
9653,Model D,81285.23,HAPGPPIIYO3F,1,2020,14
4673,Model R,96482.66,KXD0H2H9B5MA,1,2020,14
8261,Model R,106301.43,9TSL36DW4AV2,1,2020,14
310,Model D,89409.29,2OO17P1AVI3N,1,2020,14
7705,Model C,73910.91,6LNI6K94DOKP,1,2020,14
1967,Model D,79724.2,FTLCE3E0VW3V,1,2020,14
5872,Model C,71830.89,AHA4ILK4I1F5,1,2020,14
4169,Model C,82634.57,YX2VIWEYLICE,1,2020,15
6092,Model D,93427.5,5H9JR5WGXFAO,1,2020,15
7922,Model C,71807.87,UYGHJ3X2MWUF,1,2020,15
7031,Model C,74376.91,07KVEBQS96X4,1,2020,15
1994,Model D,83175.02,TTT1WSG65FHV,1,2020,15
1774,Model D,90107.67,VIP5GQ8NZ0YR,1,2020,15
7852,Model R,111321.99,2P8XIS14XRTO,1,2020,15
9536,Model R,113626.66,NN20TKZWQWZ8,1,2020,15
4733,Model C,80120.74,598QMRUFC4G2,1,2020,15
8047,Model R,103042.06,2ZDY8G2N7VEV,1,2020,15
5530,Model R,92853.35,VO7USRT1SK7G,1,2020,15
9932,Model C,71707.79,KKVHKXO9HUIX,1,2020,15
6733,Model R,92689.1,CK001PMBGD5S,1,2020,15
7165,Model R,114582.38,Z94T91U72XF3,1,2020,15
4016,Model D,89090.95,PIWA7708D8YG,1,2020,15
7999,Model R,106616.77,TYCGJQ9T4S7A,1,2020,15
3008,Model D,95300.82,XJPK1TTDLA46,1,2020,16
230,Model C,78968.72,PKY39I7YGCOJ,1,2020,16
6077,Model D,79492.4,FA5T9EAET5I8,1,2020,16
4288,Model C,81166.57,6P5FXX2M8TM1,1,2020,16
5893,Model D,88312.82,W5FXEHB3SKOC,1,2020,16
713,Model C,71853.49,5EIQPYX9VTYP,1,2020,16
3827,Model C,70626.63,ZYQC9N9NMSTA,1,2020,16
4801,Model R,109426.11,S1GMUQH1UXRN,1,2020,16
5939,Model D,77498.13,SM3RDDHVH5PS,1,2020,16
3191,Model R,101875.41,7ZV5DUVZL9OJ,1,2020,16
5921,Model C,82851.87,HVG75B5N1H6X,1,2020,16
9710,Model R,118291.3,S1YGBHJPYY8O,1,2020,16
6380,Model D,87863.66,WH7D8BZZYWJ2,1,2020,16
2336,Model C,75849.59,PNEUZ4C1T96H,1,2020,16
6749,Model D,87919.32,D7K2X2V7488T,1,2020,16
5678,Model R,112670.57,I86PG525WF8N,1,2020,16
5461,Model D,78033.41,KBZSSUPHDQBO,1,2020,16
2954,Model C,65848.06,V19QTO79CDW3,1,2020,16
8470,Model C,77375.57,7708AXR4LMPG,1,2020,16
3427,Model D,78190.64,O7HDSZCDKMJC,1,2020,16
3356,Model R,95105.69,IQL1SUYKR1NM,1,2020,16
4525,Model D,84684.47,HXJ072FAFRFX,1,2020,16
6674,Model R,92422.75,J1BU3JRC7HE2,1,2020,17
2291,Model D,92396.9,TEU611XKGZ76,1,2020,17
1499,Model D,92271.73,E00YS3RILG5N,1,2020,17
8650,Model R,102246.58,6NUGT527B0JO,1,2020,17
8015,Model D,83382.55,FHB3N3WW6IKD,1,2020,17
1556,Model C,66424.52,859FG46L4HY1,1,2020,17
2411,Model D,92615.38,J84CLES69TZG,1,2020,17
3902,Model D,84617.21,Y2XEIUM5P152,1,2020,17
311,Model C,73776.5,34YU7T5S8OCS,1,2020,17
6001,Model D,77947.89,A1EV09GATW8U,1,2020,17
9044,Model D,91454.21,MLO8WALPHY2V,1,2020,17
7867,Model D,82944.31,4Q25TCRGUASW,1,2020,17
7565,Model D,92472.92,C39JRB1SZZEG,1,2020,17
2017,Model R,115388.55,QYC0UGFVG7UA,1,2020,17
9493,Model R,114465.35,JDPXIBL8WS8F,1,2020,17
9445,Model R,102124.38,MC0VWC5FC2HW,1,2020,17
8528,Model R,109334.81,4F8KXHBFI29L,1,2020,17
4655,Model R,119252.7,VRI5EV5T83SL,1,2020,17
7721,Model R,115155.55,27VJKDKSOCA7,1,2020,17
4348,Model R,95511.43,7WM3XT9GR043,1,2020,17
1324,Model R,118882.69,IOLB3ZNTEZ3Y,1,2020,18
8398,Model R,103736.77,Y03SC1Z7I2BS,1,2020,18
4543,Model R,107793.28,L38TGKA8G8GZ,1,2020,18
9622,Model D,81432.81,BCMCNT6L4ZEW,1,2020,18
6073,Model D,77032.93,5EBRXMPXZFHM,1,2020,18
2395,Model R,96192.43,VIS45LLW025Y,1,2020,18
7972,Model D,79844.89,R3W45V0ZXEKP,1,2020,18
3500,Model C,70282.57,7IM1DHL22US7,1,2020,18
4378,Model C,79399.64,O1VG49DEXS8A,1,2020,18
9671,Model D,83509.03,27YL977L6IJ8,1,2020,18
1871,Model R,118844.52,6O6KPNY0CFGR,1,2020,18
1639,Model R,108804.04,IP3ZWXS8P4EY,1,2020,18
842,Model D,81016.04,PCE56IHXTQYR,1,2020,18
8635,Model R,96533.76,SQYS5EFMG279,1,2020,18
2165,Model D,90145.26,0YV4KINM6UUY,1,2020,18
4142,Model C,77144.73,ZOJ3G9DOA2JD,1,2020,18
2119,Model R,119413.2,OX8ATVYRYJLM,1,2020,18
1688,Model R,96015.27,6VF4JX4G1LVX,1,2020,19
3649,Model D,88218.61,X7178ZCY8UF4,1,2020,19
6034,Model D,78194.08,3XAZRT34ZJUB,1,2020,19
1379,Model C,72096.3,YCPN8HHKKB1Y,1,2020,19
5365,Model R,110601.92,5P0OJ1SZGDR3,1,2020,19
9256,Model R,92005.04,QCCZYLMO1F9L,1,2020,19
8621,Model R,106507.75,G0ENON9LXH9E,1,2020,19
4703,Model D,77507.54,LEF8VOZ9E5KL,1,2020,19
52,Model R,111986.78,F5SZ1RWWZHG4,1,2020,19
2000,Model D,76857.37,RAYEQF4QL69B,1,2020,19
8236,Model D,78366.4,R4VSK843HD1F,1,2020,19
1426,Model R,93557.95,9QYCNLUGIXW2,1,2020,19
3844,Model R,105346.28,LBQZFIVK2DAW,1,2020,19
1571,Model R,110005.12,1UK5PSR52IQM,1,2020,19
2851,Model C,66797.19,YB96G2PMDZNY,1,2020,19
7399,Model D,82454.25,O9UV6Y1B57NX,1,2020,19
4882,Model R,119019.85,WMIU7XTV4T9A,1,2020,19
1709,Model C,74112.03,L4RIR9X7R7OR,1,2020,20
2096,Model R,94624.5,FUPWFFESQG66,1,2020,20
1909,Model D,93317.94,UZB3SF4W1ALY,1,2020,20
9917,Model R,108218.64,0XURQ0ZMG8GD,1,2020,20
1925,Model D,79040.98,QR01OMBGUF18,1,2020,20
9980,Model R,116140.31,2G6I69DG325Q,1,2020,20
298,Model R,95596.69,HP46BH0J00E2,1,2020,20
2854,Model C,73919.83,JO70IYMU29FH,1,2020,20
8552,Model C,77012.78,WCZYD8OZ581G,1,2020,20
4900,Model R,106414.76,1G4OIYR34YF5,1,2020,20
7051,Model R,115652.46,2IOASYOWYCO2,1,2020,20
7831,Model C,66186.8,9HL7VU0V2ALB,1,2020,20
3811,Model R,105971.92,N8RPO8JAFCEM,1,2020,20
5608,Model R,99007.19,MZ4H55X81WT5,1,2020,20
3110,Model D,85867.97,16QJ47SEV30Y,1,2020,20
6148,Model C,83139.72,JMJXZG8YCOLO,1,2020,20
3674,Model R,102855.88,3H38J2YVH4Z0,1,2020,20
3995,Model C,76375.78,4PAL1WJZ9UR8,1,2020,21
106,Model C,83039.69,FK02EQO1XQHT,1,2020,21
6272,Model C,77772.48,FE04D3HDGUHP,1,2020,21
8162,Model R,103450.77,MQFG3RYMY18X,1,2020,21
2282,Model R,104701.26,1PQDNSUSBUW3,1,2020,21
1522,Model C,72137.65,M3DMW701SWJV,1,2020,21
650,Model R,101078.54,E4F73DP2VFS0,1,2020,21
7465,Model C,67040.44,3CSCFG9QL1VR,1,2020,21
6253,Model C,74067.18,WEY0YULXKXJM,1,2020,21
8171,Model D,78324.09,WSLDAQKWU8QD,1,2020,21
6080,Model D,81114.4,0GYBCPU8HKH5,1,2020,21
256,Model R,97397.93,QZY0GDVCY1PJ,1,2020,21
6202,Model R,99382.36,2RMME8XNGUR1,1,2020,21
1784,Model C,80242.64,AM1LR1WDX36W,1,2020,21
800,Model D,87983.97,B92Z6PUSOIES,1,2020,21
973,Model D,75469.86,M3LE5RIFESSH,1,2020,21
3223,Model D,78503.43,SAY7KBSHQGGI,1,2020,21
5794,Model R,92953.08,6M1XDCHQFG0I,1,2020,22
6091,Model R,99990.63,KF9RVDX3X5JP,1,2020,22
7760,Model D,91728.36,1BVQ0P0HS89X,1,2020,22
8785,Model R,117928.27,8HYRIG86DHUU,1,2020,22
5492,Model R,114687.19,DVTA2VT8I3DR,1,2020,22
7183,Model R,97277.76,29BE5NKM49M7,1,2020,22
9202,Model R,104821.7,QA1HY0OR8J6Z,1,2020,22
1984,Model R,97080.66,QIL5HKKS91FG,1,2020,22
3292,Model R,109128.13,SSJKUHPTJNGS,1,2020,22
3242,Model R,98157.99,OW1K858XCIMK,1,2020,22
8099,Model R,105953.74,MW5TRDG407O8,1,2020,22
1562,Model D,89617.08,2HIS7Q9D7NR9,1,2020,22
6212,Model R,113792.05,EGBLLHLWB5BG,1,2020,22
9923,Model C,66004.52,965CSKWEG7S0,1,2020,22
7552,Model D,76811.08,O7IPI7E70N18,1,2020,22
2063,Model R,115139.0,OWNZE82TFC66,1,2020,22
9967,Model R,104179.61,Z6OACFRKP7NS,1,2020,22
3106,Model D,82786.66,WDZP2BXJRFUI,1,2020,22
5917,Model C,82120.03,F5E92WB692KZ,1,2020,23
5272,Model R,92291.75,NCRV6UZJIDEV,1,2020,23
7429,Model C,80630.83,LXZIDSNAV2L3,1,2020,23
9884,Model D,85814.44,B4LO5T9FRKRV,1,2020,23
6794,Model D,83329.24,BSW7JYSFWR2Q,1,2020,23
4318,Model C,78445.49,ABSKKSS9EZT1,1,2020,23
2581,Model D,89124.61,DS51846FNMTP,1,2020,23
8263,Model R,92064.68,VIG28T3KBE22,1,2020,23
97,Model C,75028.66,OMJROZVMKHYK,1,2020,23
9607,Model R,99397.03,54XNUJ3DBY2O,1,2020,23
6556,Model R,107978.12,NSRMGAPLIU9A,1,2020,23
3109,Model R,106156.65,UHD2BHWKXJUD,1,2020,23
3821,Model R,113962.83,WYL67O7MT3NH,1,2020,23
9043,Model D,77533.75,151X1LTVKDT2,1,2020,23
2605,Model C,77861.89,GYDF1P6ZEVCK,1,2020,23
2801,Model R,109967.16,F42R0DM7DFPC,1,2020,23
6475,Model R,96904.62,WZ7EZYVJE0AH,1,2020,23
1469,Model C,78622.65,2AZ9QLRPTER8,1,2020,23
8195,Model D,89729.6,TWIMMGU9GMMN,1,2020,23
3031,Model R,105920.13,EVI7IEBIZZFL,1,2020,23
4835,Model D,82336.2,GAKYDL3P8VPJ,1,2020,23
8858,Model C,65738.17,OZLUYHXALNMI,1,2020,24
8000,Model C,73798.29,9IFNH90APXX9,1,2020,24
8629,Model D,78433.82,A1FES2G53EDC,1,2020,24
2482,Model R,104541.7,RNQ8TCQT3KZ2,1,2020,24
9145,Model D,76529.0,3NIZ9KTXPZ1N,1,2020,24
6157,Model C,66598.93,307YRAXU4E11,1,2020,24
4666,Model C,76298.02,FA4QESABPGGU,1,2020,24
9278,Model D,80382.29,0DXU79CZ4KDU,1,2020,24
3871,Model C,72369.25,1DPP1T3F27RO,1,2020,24
3415,Model R,115252.76,0LL1W3KNCKN2,1,2020,24
2479,Model D,92318.47,63JB3LGLPIG9,1,2020,24
8527,Model D,92062.17,7N1U5UW0DG52,1,2020,24
9821,Model C,82747.59,RXSNP8UDQQ6X,1,2020,24
1930,Model C,68457.6,NCUM0K8H4I77,1,2020,24
7766,Model R,110775.31,TSEOFTIZHM47,1,2020,24
4006,Model R,100666.49,6Q6IZPT6AGQ6,1,2020,24
8461,Model D,76911.17,3245SQ6TR4ZM,1,2020,25
5902,Model D,82637.09,CGRV7F88NV1T,1,2020,25
340,Model D,90021.39,4EBUSDP8RCMC,1,2020,25
5426,Model R,97618.28,ZY7SLCVHCDNE,1,2020,25
4436,Model R,110328.18,J7JJQ7F9ETW8,1,2020,25
3454,Model D,83268.48,5SLAERTTKKOR,1,2020,25
869,Model C,69536.69,CQG3BKAJN90A,1,2020,25
2512,Model D,86039.59,S1T3KZFZJ46K,1,2020,25
3070,Model C,83813.26,Z45871JZSWQ7,1,2020,25
4621,Model C,69179.25,CCQ8WOW8YV7S,1,2020,25
7822,Model D,89746.9,37K9F8PDZJR9,1,2020,25
9070,Model R,113070.24,ZXX41WF154MG,1,2020,25
4792,Model R,95163.01,01XHMY4Y8DYK,1,2020,25
808,Model C,84331.28,959DF906944Z,1,2020,26
218,Model R,100830.55,L9WYIWUYASL6,1,2020,26
2420,Model R,102824.69,WUY9QNDONB1W,1,2020,26
9859,Model R,108621.21,9790X4088NFD,1,2020,26
4225,Model C,73142.14,1FRJ5AXSEMR7,1,2020,26
7679,Model D,92938.55,GUHRI4FIKJ1K,1,2020,26
5374,Model C,71963.01,YBNF439MVKK4,1,2020,26
605,Model R,110721.45,40MJ1DXWAJIC,1,2020,26
8806,Model R,98722.99,SZR5F57V7C7Q,1,2020,26
8197,Model R,115359.07,FS9GFROYCQO8,1,2020,26
9271,Model D,86809.43,G3N99P2NUTT3,1,2020,26
8818,Model D,91351.53,ZHZHQI5Z93WC,1,2020,26
1012,Model R,103440.17,LHKNDYYVGZZL,1,2020,26
9388,Model D,85840.24,MNHT1CNIDEIZ,1,2020,26
169,Model R,106958.72,1SU64EYW3B3G,1,2020,27
3331,Model R,109689.22,TEOWRCDPOJAA,1,2020,27
404,Model C,79806.41,EDEIX3EXB463,1,2020,27
3550,Model R,111356.0,8XE0FDQU1I5J,1,2020,27
8587,Model R,118700.29,QT6CGEPVE366,1,2020,27
